anno,provincia,comune,giorno,organo_di_rilevazione,localizzazione_incidente,denominazione_della_strada,tronco_di_strada_o_autostrada,tipo_di_strada,pavimentazione,intersezione_o_non_interse3,fondo_stradale,segnaletica,condizioni_meteorologiche,natura_incidente,tipo_veicolo_a,tipo_veicoli__b_,tipo_veicolo__c_,veicolo__a____circostanze_10,veicolo__a____circostanze_11,veicolo__b____circostanze_13,veicolo__b____circostanze_14,veicolo__a___anno_immatric18,immatricolazione_veicolo__b_,immatricolazione_veicolo__c_,veicolo__a___et__conducente,veicolo__a___sesso_conducente,veicolo__a___esito_conducente,veicolo__a___patente_condu29,veicolo__a___anno_rilascio30,veicolo__a___passeggeri_an35,veicolo__a___et__passegger36,veicolo__a___sesso_passegg37,veicolo__a___esito_passegg38,veicolo__a___et__passegger39,veicolo__a___sesso_passegg40,veicolo__a___esito_passegg41,veicolo__a___et__passegger42,veicolo__a___sesso_passegg43,veicolo__a___esito_passegg44,veicolo__a___et__passegger45,veicolo__a___sesso_passegg46,veicolo__a___altri_passegg47,veicolo__a___altri_passegg48,veicolo__a___altri_passegg49,veicolo__a___altri_passegg50,veicolo__b___et__conducente,veicolo__b___sesso_conducente,veicolo__b___esito_conducente,veicolo__b___patente_condu51,veicolo__b___anno_rilascio52,veicolo__b___passeggeri_an57,veicolo__b___et__passegger58,veicolo__b___sesso_passegg59,veicolo__b___esito_passegg60,veicolo__b___et__passegger61,veicolo__b___sesso_passegg62,veicolo__b___esito_passegg63,veicolo__b___et__passegger64,veicolo__b___sesso_passegg65,veicolo__b___esito_passegg66,veicolo__b___et__passegger67,veicolo__b___sesso_passegg68,veicolo__b___altri_passegg69,veicolo__b___altri_passegg70,veicolo__b___altri_passegg71,veicolo__b___altri_passegg72,veicolo__c___et__conducente,veicolo__c___sesso_conducente,veicolo__c___esito_conducente,veicolo__c___patente_condu73,veicolo__c___anno_rilascio74,veicolo__c___passeggeri_an79,veicolo__c___et__passegger80,veicolo__c___sesso_passegg81,veicolo__c___esito_passegg82,veicolo__c___et__passegger83,veicolo__c___sesso_passegg84,veicolo__c___esito_passegg85,veicolo__c___et__passegger86,veicolo__c___sesso_passegg87,veicolo__c___esito_passegg88,veicolo__c___et__passegger89,veicolo__c___sesso_passegg90,veicolo__c___altri_passegg91,veicolo__c___altri_passegg92,veicolo__c___altri_passegg93,veicolo__c___altri_passegg94,pedone_morto_1__sesso,pedone_morto_1__et_,pedone_ferito_1__sesso,pedone_ferito_1__et_,pedone_morto_2__sesso,pedone_morto_2__et_,pedone_ferito_2__sesso,pedone_ferito_2__et_,pedone_morto_3__sesso,pedone_morto_3__et_,pedone_ferito_3__sesso,pedone_ferito_3__et_,pedone_morto_4__sesso,pedone_morto_4__et_,pedone_ferito_4__sesso,pedone_ferito_4__et_,altri_veicoli_coinvolti,morti_maschi_coinvolti_su_95,morti_femmine_coinvolti_su96,feriti_maschi_coinvolti_su97,feriti_femmine_coinvolti_s98,morti_entro_24_ore,morti_entro_30_giorni,feriti,descrizione_strada,Ora,chilometri,ettometrica,trimestre,PRO_COM,COMUNE,PROVINCIA,giorno_num,morti,STRADA
18,15,157,Mercoledi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,Autovettura privata,20,  ,22,  ,           ,           ,           ,18-29,1,1,2,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,2,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,22,128,025,1,15157,Novate Milanese,Milano,3,0,A04
18,16,98,Giovedi,1,7,A04,  ,3,1,Rettilineo,2,Verticale e orizzontale,Pioggia,Tamponamento,Autovettura privata,Autovettura privata,Autovettura privata,22,  ,20,  ,           ,2014       ,2013       ,45-54,1,1,2,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,65+  ,1,1,2,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,19,162,200,1,16098,Filago,Bergamo,4,0,A04
18,15,221,Venerdi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Scontro laterale,Autocarro,Autovettura privata,null,20,  ,22,  ,           ,2009       ,           ,30-44,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,2,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,18,157,500,1,15221,Trezzo sull'Adda,Milano,5,0,A04
18,15,77,Domenica,1,7,A04,  ,1,1,Curva,2,Verticale e orizzontale,Pioggia,"Fuoriuscita, sbandamento",Autovettura privata,null,null,72,  ,75,  ,           ,           ,           ,18-29,2,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,14,136,546,1,15077,Cinisello Balsamo,Milano,7,0,A04
18,17,2,Domenica,1,7,A04,  ,3,1,Rettilineo,2,Orizzontale,Pioggia,Tamponamento,Autovettura privata,Autovettura privata,null,21,  ,20,  ,           ,           ,           ,45-54,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2, ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,24,195,270,1,17002,Adro,Brescia,7,0,A04
18,15,98,Lunedi,1,7,A04,  ,3,1,Rettilineo,1,Temporanea di cantiere,Altro,Urto con ostacolo,Autovettura privata,null,null,60,  ,60,  ,           ,           ,           ,45-54,1,2,2,"(1988,1993]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,23,131,720,1,15098,Cusano Milanino,Milano,1,0,A04
18,15,221,Venerdi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,Autovettura privata,22,  ,20,  ,           ,           ,           ,30-44,1,1,2,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,2,           ,2,30-44,3,2,45-54,3, ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,3,                                                         ,18,158,550,1,15221,Trezzo sull'Adda,Milano,5,0,A04
18,17,165,Sabato,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,null,20,  ,22,  ,           ,           ,           ,45-54,1,2,2,"(2003,2008]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,2,213,400,1,17165,Roncadelle,Brescia,6,0,A04
18,16,91,Domenica,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autocarro,null,23,  ,20,  ,           ,           ,           ,18-29,1,2,2,"(2013,2018]",2,18-29,4,2,18-29,3, ,     , , ,     , ,0,0,0,0,30-44,1,1,2,"(1994,1998]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,3,                                                         ,6,167,350,1,16091,Dalmine,Bergamo,7,0,A04
18,16,117,Lunedi,1,7,A04,  ,3,1,Rettilineo,1,Orizzontale,Sereno,Tamponamento,Trattore stradale o motrice,Autocarro,null,22,  ,20,  ,           ,           ,           ,55-64,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,1,2,4,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,5,177,047,1,16117,Grassobbio,Bergamo,1,0,A04
18,15,157,Domenica,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,"Fuoriuscita, sbandamento",Autovettura privata,null,null,72,  ,75,  ,           ,           ,           ,18-29,1,2,4,"(2013,2018]",2,n.i. ,3, ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,                                                         ,23,128,870,2,15157,Novate Milanese,Milano,7,0,A04
18,16,152,Lunedi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Scontro laterale,Autovettura privata,Autovettura privata,null,36,  ,  ,  ,           ,           ,           ,45-54,1,1,3,"(2013,2018]",2,45-54,3, ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,1,2,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,24,165,030,2,16152,Osio Sopra,Bergamo,1,0,A04
18,108,12,Venerdi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,Autovettura privata,21,  ,21,  ,           ,2009       ,2014       ,65+  ,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,1,0,0,0,0,0,0,1,                                                         ,18,141,000,2,108012,Brugherio,Monza e della Brianza,5,0,A04
18,16,198,Lunedi,1,7,A04,  ,3,1,Rettilineo,2,Verticale e orizzontale,Pioggia,Scontro laterale,Autovettura privata,Autocarro,null,21,  ,20,  ,2011       ,2016       ,           ,55-64,2,2,2,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,10,178,720,2,16198,Seriate,Bergamo,1,0,A04
18,15,146,Lunedi,1,7,A04,  ,3,1,Rettilineo,2,Verticale e orizzontale,Pioggia,Scontro laterale,Autovettura privata,Trattore stradale o motrice,null,20,  ,22,  ,           ,           ,           ,65+  ,1,1,2,"(2013,2018]",2,65+  ,4, ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,4,"(2003,2008]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,12,126,000,2,15146,Milano,Milano,1,0,A04
18,16,120,Materdi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Veicoli speciali,Autovettura privata,null,22,  ,20,  ,2014       ,           ,           ,30-44,1,1,4,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,20,188,656,2,16120,Grumello del Monte,Bergamo,2,0,A04
18,15,44,Giovedi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,"Fuoriuscita, sbandamento",Autovettura privata,null,null,72,  ,75,  ,           ,           ,           ,18-29,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,9,152,260,2,15044,Cambiago,Milano,4,0,A04
18,17,46,Giovedi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Trattore stradale o motrice,Trattore stradale o motrice,null,20,  ,21,  ,2013       ,2010       ,           ,30-44,1,2,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,11,203,879,2,17046,Cazzago San Martino,Brescia,4,0,A04
18,17,69,Giovedi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,Autovettura privata,23,  ,20,  ,           ,2011       ,2018       ,55-64,2,2,2,"(1988,1993]",2,65+  ,4,2,45-54,4,2,65+  ,4, ,     , ,0,0,0,0,45-54,2,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,2,2,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,6,                                                         ,12,197,470,2,17069,Erbusco,Brescia,4,0,A04
18,17,2,Venerdi,1,7,A04,  ,3,1,Rettilineo,1,Orizzontale,Sereno,Tamponamento,Autocarro,Trattore stradale o motrice,Autovettura privata,22,  ,22,  ,2012       ,           ,2009       ,45-54,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,4,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,13,194,902,2,17002,Adro,Brescia,5,0,A04
18,16,24,Lunedi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Scontro laterale,Motociclo a solo,Trattore stradale o motrice,Motociclo a solo,22,  ,20,  ,           ,           ,           ,55-64,1,2,2,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,n.i. ,1,1,2,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,14,171,900,2,16024,Bergamo,Bergamo,1,0,A04
18,15,44,Materdi,1,7,A04,  ,3,1,Rettilineo,1,Orizzontale,Sereno,Tamponamento,Trattore stradale o motrice,Autovettura privata,null,20,  ,22,  ,           ,           ,           ,30-44,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,2,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,16,151,200,2,15044,Cambiago,Milano,2,0,A04
18,17,69,Materdi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,null,22,  ,20,  ,           ,           ,           ,18-29,1,1,2,"(2008,2013]",2,18-29,4, ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,2,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,21,196,100,2,17069,Erbusco,Brescia,2,0,A04
18,108,52,Mercoledi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,Autovettura privata,20,  ,22,  ,           ,           ,           ,18-29,1,2,2,"(2008,2013]", ,     , ,2,18-29,4, ,     , , ,     , ,0,0,0,0,30-44,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,2,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,                                                         ,11,148,600,2,108052,Caponago,Monza e della Brianza,3,0,A04
18,108,52,Mercoledi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,null,22,  ,20,  ,2014       ,2009       ,           ,18-29,1,1,2,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,2,"(2013,2018]",2,45-54,4,2,10-14,4,2,18-29,4,2,30-44,3,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,5,                                                         ,12,147,470,2,108052,Caponago,Monza e della Brianza,3,0,A04
18,108,17,Venerdi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,null,20,  ,22,  ,2016       ,           ,           ,30-44,2,2,2,"(1994,1998]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,n.i. ,1,1, ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,16,150,000,2,108017,Cavenago di Brianza,Monza e della Brianza,5,0,A04
18,16,73,Domenica,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Altro,Tamponamento,Autocarro,Autovettura privata,null,21,  ,21,  ,           ,           ,           ,55-64,1,1,2,"(2013,2018]",2,30-44,3, ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,7,187,030,2,16073,Chiuduno,Bergamo,7,0,A04
18,16,212,Mercoledi,1,7,A04,  ,1,1,Curva,2,Verticale e orizzontale,Altro,"Fuoriuscita, sbandamento",Autovettura privata,null,null,72,  ,75,  ,           ,           ,           ,18-29,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,15,187,712,2,16212,Telgate,Bergamo,3,0,A04
18,16,24,Giovedi,1,7,A04,  ,1,1,Curva,2,Verticale e orizzontale,Altro,Urto con ostacolo,Autovettura privata,null,null,61,  ,60,  ,           ,           ,           ,30-44,2,2, ,           ,2,65+  ,3,2,65+  ,4, ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,3,                                                         ,17,172,620,2,16024,Bergamo,Bergamo,4,0,A04
18,15,86,Giovedi,1,7,A04,  ,2,1,Rettilineo,2,Verticale e orizzontale,Pioggia,Scontro laterale,Autocarro,Autovettura privata,null,21,  ,20,  ,           ,2010       ,           ,30-44,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,2,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,21,129,908,2,15086,Cormano,Milano,4,0,A04
18,108,17,Venerdi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Scontro frontale-laterale,Autovettura privata,Autovettura privata,Autovettura privata,20,  ,23,  ,2013       ,2018       ,           ,45-54,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,2, ,           ,2,18-29,4,2,18-29,4, ,     , , ,     , ,0,0,0,0,30-44,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,2,0,0,0,1,0,0,4,                                                         ,18,150,100,2,108017,Cavenago di Brianza,Monza e della Brianza,5,0,A04
18,15,86,Domenica,1,7,A04,  ,2,1,Curva,1,Verticale e orizzontale,Sereno,Scontro frontale,Autovettura privata,Autovettura privata,null,20,  ,  ,  ,           ,2016       ,           ,18-29,2,2,2,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,2,"(2008,2013]",2,18-29,4,2,30-44,3, ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,3,                                                         ,24,129,908,2,15086,Cormano,Milano,7,0,A04
18,16,120,Lunedi,1,7,A04,  ,3,1,Rettilineo,2,Verticale e orizzontale,Pioggia,Tamponamento,Autocarro,Autovettura privata,null,20,  ,  ,  ,           ,           ,           ,30-44,1,2,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,2,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,                                                         ,5,188,657,2,16120,Grumello del Monte,Bergamo,1,0,A04
18,16,152,Mercoledi,1,7,A04,  ,3,1,Rettilineo,2,Verticale e orizzontale,Altro,Urto con ostacolo,Autovettura privata,null,null,  ,  ,65,  ,           ,           ,           ,18-29,1,1,2,"(2008,2013]", ,     , ,2,18-29,4,2,18-29,4, ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,                                                         ,4,165,740,2,16152,Osio Sopra,Bergamo,3,0,A04
18,17,46,Mercoledi,1,7,A04,  ,3,1,Rettilineo,2,Verticale e orizzontale,Pioggia,"Fuoriuscita, sbandamento",Autovettura privata,null,null,72,  ,75,  ,           ,           ,           ,18-29,2,2,2,"(2013,2018]",2,45-54,4, ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,                                                         ,20,205,000,2,17046,Cazzago San Martino,Brescia,3,0,A04
18,15,110,Giovedi,1,7,A04,  ,3,1,Rettilineo,2,Verticale e orizzontale,Altro,Scontro frontale-laterale,Autovettura privata,Autovettura privata,Trattore stradale o motrice,22,  ,20,  ,2009       ,2013       ,           ,55-64,2,2,2,"(1978,1983]",2,55-64,4, ,     , , ,     , , ,     , ,0,0,0,0,45-54,2,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,3,"(1984,1988]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,                                                         ,2,156,130,2,15110,Grezzago,Milano,4,0,A04
18,108,1,Giovedi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,"Fuoriuscita, sbandamento",Autovettura privata,null,null,71,  ,75,  ,           ,           ,           ,45-54,1,2,4,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,21,145,850,2,108001,Agrate Brianza,Monza e della Brianza,4,0,A04
18,17,136,Venerdi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Trattore stradale o motrice,Trattore stradale o motrice,null,23,  ,20,  ,2018       ,           ,           ,45-54,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,9,207,536,2,17136,Passirano,Brescia,5,0,A04
